nohup: ignoring input
cellranger-atac count (1.2.0)
Copyright (c) 2019 10x Genomics, Inc.  All rights reserved.
2020-12-12 14:40:47 [runtime] (update)          ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ALIGNER.ALIGN_READS.fork0 chunks running (26/48 completed)
2020-12-12 14:46:01 [runtime] (update)          ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ALIGNER.ALIGN_READS.fork0 chunks running (30/48 completed)
2020-12-12 14:51:17 [runtime] (update)          ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ALIGNER.ALIGN_READS.fork0 chunks running (33/48 completed)
2020-12-12 14:56:17 [runtime] (update)          ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ALIGNER.ALIGN_READS.fork0 chunks running (35/48 completed)
2020-12-12 15:01:19 [runtime] (update)          ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ALIGNER.ALIGN_READS.fork0 chunks running (39/48 completed)
2020-12-12 15:06:53 [runtime] (update)          ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ALIGNER.ALIGN_READS.fork0 chunks running (41/48 completed)
2020-12-12 15:12:02 [runtime] (update)          ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ALIGNER.ALIGN_READS.fork0 chunks running (44/48 completed)
2020-12-12 15:15:21 [runtime] (chunks_complete) ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ALIGNER.ALIGN_READS
2020-12-12 15:15:21 [runtime] (run:local)       ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ALIGNER.ALIGN_READS.fork0.join
2020-12-12 15:15:22 [runtime] (join_complete)   ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._ALIGNER.ALIGN_READS
2020-12-12 15:15:22 [runtime] (ready)           ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._SORT_AND_MARK_DUPS.ATTACH_BCS
2020-12-12 15:15:22 [runtime] (run:local)       ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._SORT_AND_MARK_DUPS.ATTACH_BCS.fork0.split
2020-12-12 15:15:22 [runtime] (split_complete)  ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._SORT_AND_MARK_DUPS.ATTACH_BCS
2020-12-12 15:15:23 [runtime] (run:local)       ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._SORT_AND_MARK_DUPS.ATTACH_BCS.fork0.chnk00.main
2020-12-12 15:15:23 [runtime] (run:local)       ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._SORT_AND_MARK_DUPS.ATTACH_BCS.fork0.chnk01.main
2020-12-12 15:15:23 [runtime] (run:local)       ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._SORT_AND_MARK_DUPS.ATTACH_BCS.fork0.chnk02.main
2020-12-12 15:15:23 [runtime] (run:local)       ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._SORT_AND_MARK_DUPS.ATTACH_BCS.fork0.chnk03.main
2020-12-12 15:15:23 [runtime] (run:local)       ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._SORT_AND_MARK_DUPS.ATTACH_BCS.fork0.chnk04.main
2020-12-12 15:15:23 [runtime] (run:local)       ID.EP.SC_ATAC_COUNTER_CS.SC_ATAC_COUNTER._BASIC_SC_ATAC_COUNTER._SORT_AND_MARK_DUPS.ATTACH_BCS.fork0.chnk05.main
