gene	Foxj1_tdT_Uninj_rep1	Foxj1_tdT_Uninj_rep2	Foxj1_tdT_1dpi_rep1	Foxj1_tdT_1dpi_rep2	Foxj1_tdT_5dpi_rep1	Foxj1_tdT_5dpi_rep2	Foxj1_Olig2_tdT_Uninj_rep1	Foxj1_Olig2_tdT_Uninj_rep2	Foxj1_Olig2_tdT_1dpi_rep1	Foxj1_Olig2_tdT_1dpi_rep2	Foxj1_Olig2_tdT_5dpi_rep1	Foxj1_Olig2_tdT_5dpi_rep2
6711	Gtf2f2	254,6	260,8	240,6	835	700	469	316,9	452	604,3	311,2	505,7	729,3
6712	Gtf2h1	666,8	630,8	555,6	609,5	403,3	193,2	628,9	762,4	563,8	470,6	442,7	435
6713	Gtf2h2	893,4	857,7	829	867,8	718,5	474,8	644,3	565,3	654,5	671	542,5	523
6714	Gtf2h3	252,2	233,6	602,2	674,3	508,4	512,1	665,8	264,6	681,8	370,9	620,4	426,7
6715	Gtf2h4	358,1	454,7	356,1	376,6	162,5	330,8	191,7	181,3	269,3	211,9	223,2	154,8
6716	Gtf2h5	1233,5	1229,1	1203,1	1269,3	1475,5	1866,2	1035	1354,3	995,3	1258,8	2615,9	2302
6717	Gtf2i	2487,1	2545,2	1760,6	1795,9	2020,3	2381,2	2304,3	2666,5	2070,1	1614,2	1942,7	1781,4
6718	Gtf2ird1	228,1	251,8	241,1	313,7	708,4	478,6	708,3	389,6	133,2	363,1	543,2	552,5
6719	Gtf2ird2	181,3	184,1	99,7	158,5	123,4	151,9	39,6	95,2	61,1	91,9	50,2	31,4
6720	Gtf3a	337,5	387,9	1126,9	1073,1	483,4	451,7	442,9	264,2	790,3	630,9	848,5	870,4
6721	Gtf3c1	317,1	427,6	353,7	258,1	423,4	727,3	375,6	229	331,2	208,6	285,3	411,8
6722	Gtf3c2	499,1	603,1	1021,9	783,3	922,2	870,6	461,2	597,6	674,3	1313,4	985,9	741,8
6723	Gtf3c3	665,2	656,2	390,9	518,5	498,5	717,1	794	1122	442,6	252,9	481,5	683,1
6724	Gtf3c4	364,9	355	307,3	147,2	289,9	266,7	568,7	408	220,6	265,7	368,3	408,2
6725	Gtf3c5	993	1017,3	749,4	892	727,7	517,4	1088,9	937,1	961,2	910,2	585,9	566,4
6726	Gtf3c6	979,4	866	866,4	1271,3	1326,9	651,8	460,7	755,8	926,9	1033,6	1375	1357,4
6727	Gtpbp1	225,2	222,7	376,9	343,7	124,9	508	297,8	224,4	160,5	346,9	272,9	271,2
6728	Gtpbp10	270,2	222,6	513,1	543,1	446	179,5	566,2	235,3	578	711,9	415,5	535,5
6729	Gtpbp2	88,6	65,2	74,5	127,6	162,5	91,5	132,9	113,5	146,6	38,7	243,7	107,4
6730	Gtpbp3	104,2	137,2	72,7	92,9	43,5	74	12,2	37	155,9	120,1	133,9	100
6731	Gtpbp4	777,1	805,6	1020,6	1931,3	905,2	716	888,3	1239	1005,5	763,8	1342	1104
6732	Gtpbp6	125,2	185,7	211,1	170,3	109,8	95,1	84	195,2	115,5	128,7	144,1	98,6
6733	Gtpbp8	661,7	619,5	561,7	755,4	442,9	528,5	690,1	255,4	674,3	578,5	789,8	859,5
6734	Gtse1	0	0	137,7	47,8	133	41,7	21	6	15,8	23,5	288,8	645,1
6735	Gtsf1l	0	0	0	0	10,2	0	49,4	84,5	45,6	113,4	16,2	0
6736	Guca1a	0	0	0	0	41,7	0	0	0	6,3	12,3	9,8	1,1
6737	Guca1b	1,2	0,9	18,4	1,1	11,8	15,7	31,2	1	0	0	0,9	0
6738	Gucd1	356,9	353,3	409,5	188,9	253,5	162,8	237,9	220,2	310,3	134,9	149,5	209,7
6739	Gucy1a2	11,8	10,6	72,5	1	16,2	12,9	26,5	9,1	29	23,8	18,5	18,4
6740	Gucy1a3	0	0	0	2,3	1,1	111,8	1,1	94	0	2	82,5	1,1
6741	Gucy1b3	0	0	53,9	0	27,5	8,2	0	0	0	0	52,3	0
6742	Gucy2e	2,1	1,6	0	1,6	9,6	20,7	41,3	27,6	0	11,2	0	0
6743	Guf1	1189,5	1022,1	834,9	884,8	931,5	1351,6	1338,5	1228,7	933,8	755,3	861,5	747,1
6744	Guk1	1116,2	1052,9	1470,1	1515	669,9	793,7	1034,8	713,3	1209,3	1517,9	989,1	1302,6
6745	Gulp1	159,6	178,7	273,8	192,4	384,4	307	56,8	489,2	302,1	307,7	307,6	141
6746	Gusb	10,1	10,8	197,4	606,9	725,1	507,3	324,8	281,7	237,3	408,3	513,7	671,9
6747	Gxylt1	146,1	119,6	375,9	340,7	192,5	162,4	365,9	141,4	101,2	326,1	243,9	276
6748	Gxylt2	15,7	33,7	10,8	13,5	168,6	89,4	16,7	6,6	9,8	11,4	593,8	175,3
6749	Gyg	2673,5	2485,9	1908,7	1641,6	2513	2564,6	2412,4	1647,2	1724,4	1469,2	1997,2	2056,7
6750	Gypc	0	0	55,2	0	0	1,1	0	0	22,8	20,4	114,6	112,1
6751	Gys1	0	0,7	103,2	139,5	128,7	138,2	60,6	95,4	247,4	242,9	149,9	287,3
6752	Gzf1	289,6	284	123,1	279,2	300,6	194,5	265	286,4	287,7	321,1	231,6	452,9
6753	H13	1060,3	1193,2	1712,2	1948,1	1271,1	1201,8	1174,2	1500,1	1332,6	1290,7	821,5	1337,4
6754	H1f0	1589,2	1740,1	750	569,2	954,6	1226,7	2691,1	1926,9	714,5	509,7	1492,9	1769,5
6755	H1fx	4,5	6	13,9	5,5	31,8	31,3	4,2	17	8,5	4,7	51,5	54
6756	H2-Aa	0	0	3,2	18,8	24,6	19,2	0	0	122,7	124,1	24,4	0
6757	H2-Ab1	79,5	88	46,4	16,8	99,8	181,1	39,6	79,4	360,3	193,5	31,6	19,8
6758	H2-Bl	6,6	6,8	13,7	8,8	9,1	10	14,9	2,2	9,4	11,5	11,6	11
6759	H2-D1	1059,5	1073	1572,5	2202,8	3765,2	993,3	700,4	1325	2743,9	2970,9	1932,1	1839,9
6760	H2-DMa	2,7	0	46	0	52,4	28,6	118,4	73,4	103,6	160,9	83,5	22
6761	H2-DMb1	34,4	49,7	25,9	19,3	112,3	78,8	134,1	121,6	227,7	224,7	80,5	88,4
6762	H2-Eb1	4,5	3,5	0	30	0	52,6	0	8	63,7	109,2	15,4	6,6
6763	H2-K1	1994,8	1969,4	1687,7	1959,7	2832,2	1132,1	1367,7	1030	2004,1	3011,7	1064,4	1084,5
6764	H2-Ke6	489,8	521,9	542,9	538,4	634,9	600,8	541,7	496,6	569,7	711,8	450,4	421,2
6765	H2-M3	0	0	31,9	44,3	36,8	71,7	1,1	0	114	52,8	27,1	46
6766	H2-Q10	3,5	2,1	7,6	8	5,7	3,2	2,5	2,4	5,8	7	16,5	4,8
6767	H2-Q4	5,4	21	3,8	15,4	11,4	18,4	7,4	6,2	28,4	9,4	6,6	6,6
6768	H2-Q5	7,1	16,2	0	0	0	0	0	0	10,4	5,2	0,8	13,7
6769	H2-Q6	51,4	55,1	43,2	69,2	87,7	6,2	9,1	4,3	80,5	16,6	0	13,3
6770	H2-Q7	30,8	29,2	20,1	23,1	213,6	71	6,6	33,1	200,2	254,6	56,9	97,1
6771	H2-T10	0	1,5	0	2,4	2,2	12,4	2,3	0,7	0,8	28,8	31,4	2
6772	H2-T22	109,8	84,6	204,5	148,1	277	206,1	208	222,3	414,7	595	443,2	322,6
6773	H2-T23	99,4	99,7	150,9	312,8	218,2	50,9	132,8	111,8	366,8	268,8	116,5	213,5
6774	H2-T24	2,3	11,9	94,3	38,2	34,4	54,2	14,7	10,1	53,3	24,8	57,1	15,2
6775	H2afj	260,4	326,9	416,2	483,8	311,9	433,8	140,2	284,9	513	303,8	487,5	776,8
6776	H2afv	3138,2	3400,8	2288,7	1833,7	3615,8	3554,4	2740,8	2878,1	2155,8	2077,1	4480,5	5100,3
6777	H2afx	687,7	775,3	894,7	637,2	735,9	826,2	559	712,2	921	478,9	2236,7	3157,6
6778	H2afy	1101,4	1203,1	1845,3	2265,3	1595,2	1670	1243,2	1096,2	1769,7	1462,1	1301,9	1181,9
6779	H2afy2	486,4	523,5	652,6	405,7	521,4	480,6	478,9	439,9	557,1	327	575,2	432,8
6780	H2afz	4357,8	4097,6	11081,4	9939,9	6475,2	6070,4	3361,6	3459,7	5480,3	6412,4	13044,4	17755,2
6781	H3f3a	10134,3	9853,5	9887,1	9724,4	14611,3	15980,3	9747,8	7873,6	9409,4	9976	12632,8	11492
6782	H3f3b	15046,4	14079,8	18001,2	21053,9	25937,6	24580	16985,8	15076,5	15945,9	16717,8	28726,4	37019
6783	H3f3c	4,6	0	0	0	0	9	0	8	0	0	22,7	0
6784	H6pd	0	0	78,8	22,8	34,3	77,8	0	0,9	18,7	92,9	78,6	50,6
6785	Habp2	51,8	67,6	0	0	0	0	0	0,6	0	0	0	0
6786	Habp4	675,1	631,8	501,6	289,4	482,8	471	335,6	580,3	311,8	219,1	377,1	336,9
6787	Hacd1	811,2	797,4	733,3	740,3	1422,4	1012	571,6	901,7	615,3	1049,6	1807,2	1264,1
6788	Hacd2	417,8	426,4	777	1115,8	772	908,3	790,3	690,3	458,3	740,6	611,1	575,9
6789	Hacd3	1639,3	1632,6	1583,4	1964,9	1714,3	1933,6	2325,8	2949,7	1801,5	2234,2	1980,9	2394,1
6790	Hacd4	1,2	0	0	7,7	672,5	498,1	1,1	1,4	49,8	0	447,7	440,6
6791	Hace1	137,4	49,3	396,5	440,3	381,6	273	745,5	363,8	261,1	172	369,4	359,8
6792	Hacl1	1037,2	1217,2	1042,5	596,7	703,9	773,7	1425,5	1363,6	959,6	1066,2	498,9	263,2
6793	Hadh	1090,4	1138,7	1352,4	823,4	1202,4	1041,2	1200,1	981,6	1317,3	1588,1	1485,6	1859,7
6794	Hadha	1041,4	1238,1	1354,5	1349,5	1775,2	2182,4	1584,7	883,3	1376,7	1189,8	1748,1	1767,4
6795	Hadhb	2908,3	2705,4	2585,4	2163,4	3070,3	2404,5	5088,5	3933	3065,7	3088,4	2644,3	2625,6
6796	Hagh	700	728	489,2	594,1	507,1	309,2	644,2	692,5	527,6	485	463,3	448,1
6797	Haghl	1224,8	1326,3	736	757,3	925,8	973,4	986,8	1274,9	1197	1047,7	623,5	766,2
6798	Hal	109,9	84,9	4,2	1,8	2,4	1,6	1,7	4,8	0	2,2	10	1,7
6799	Hao1	0	0	0	0	0	3,8	0	0	0	0	0	0
6800	Hap1	707,6	758	529,1	351,3	346	688,8	1023,3	585,9	658,9	591	144,9	103
6801	Hapln1	9	7,9	2,1	0	1	1	4,2	3	17,9	0,9	10,9	29,3
6802	Hapln3	0	0	0	0	15,4	39,2	71,7	25,7	5,6	0	0	0
6803	Hapln4	0	0	5,5	9,6	25,4	36,7	0	0	2,7	0	1,6	6,5
6804	Harbi1	281,8	296,8	436,4	192,7	112,9	87,6	391,9	333,7	117,5	94,5	109,8	150,7
6805	Hars	834	869,6	1725,4	1391,4	895,3	529	713,6	677,7	1060,5	1620,2	1278,6	1627,7
6806	Hars2	1076,1	1048,9	397,7	565,6	564,1	344,4	809,5	1076,1	264,7	248,8	396,5	433,6
6807	Has2	0	2,6	14,8	122,4	33,8	33,6	1,1	1	88,7	44,1	186,8	317,6
6808	Has3	0	0	0	0,9	6,8	9,8	0	0	80,1	0	3,8	0
6809	Haspin	0	0	0	18,9	0	4,1	0	55,3	47,5	12,2	141,3	182
6810	Hat1	868	772,7	3086,7	3222,2	959,5	1194,2	951	1567,3	2086	2559,6	2328,1	1707,5
6811	Haus1	281,8	297,4	615	606,4	341,6	227,9	305,4	77,9	187,7	254,8	526,4	861,2
6812	Haus2	523,8	491,7	717,9	744,8	526,1	605,1	478,7	827,4	658,7	886,7	551,3	651,8
6813	Haus3	411,4	340	328,9	310,4	220,7	174,7	186,5	104,2	201,4	258,3	757,8	660,6
6814	Haus4	241,1	270,8	477,6	456,5	437,6	259,5	481,1	225,6	261,3	394	506,8	692,2
6815	Haus5	125,6	109,6	424,8	377,4	206,9	170,5	247,3	135,7	157,5	458,3	268,9	339,4
6816	Haus6	108,6	73,5	551	336,7	27,6	190,4	245,7	143,1	367	90,1	393,4	378,5
6817	Haus7	270,4	265,8	380,5	499	329,8	518,2	55,5	275,8	446,6	510,8	440,3	674,7
6818	Haus8	94,2	88,4	545,8	505,9	476,1	293,6	213,6	185,1	543,4	689,2	931,7	1032,3
6819	Hax1	959,7	903,9	1015,4	1126	1123,7	813,7	478,6	1095,5	862	1067,5	1189	960,9
6820	Hbegf	1964,5	1935,7	5618,9	11623,3	2720,3	1778,9	592,5	412	3866	4530,4	5645,8	5710,8
6821	Hbp1	1247	1123,8	480,6	528	1122,1	295,1	1319,1	1254,5	850,6	772,4	984,8	664,5
6822	Hbs1l	775,9	815,6	856,7	677,9	1409,7	741	1359,9	1044,3	1036,8	958,1	1012,2	977,3
6823	Hc	1532,1	1529,6	516,2	487,5	343,9	719,5	1937,1	1098,9	556	575,8	55	168
6824	Hccs	265,6	260,6	715,8	967,2	862,3	884,3	1051,4	789,6	775,7	607,2	750,2	1068,3
6825	Hcfc1	420,9	544	867,1	690,1	986,9	1381,9	991,5	727,4	712,3	531,5	917,9	1145,5
6826	Hcfc1r1	1747,1	1872,5	1606,3	1005,6	2343,5	1860,8	1321,5	1548,3	1507,8	2016,9	2008,8	2888,6
6827	Hcfc2	245,6	242,5	80,8	450,3	410,4	288,4	398,7	428,4	319,2	495,8	436,6	444,8
6828	Hcn1	8,9	6,7	41,6	0	3,3	2,7	5,6	1,3	1,4	0	0	0
6829	Hcn3	0	1,5	5,5	20,2	35,6	45,9	0,9	0	51,5	89,5	0	9,4
6830	Hdac1	1329,9	1244,9	1968,6	1758,5	1377,1	1491,9	1300,7	1028,2	1410	1570,4	1300,7	1957,1
6831	Hdac10	137,9	169,4	95,1	138,2	47,7	112,8	392,9	273,9	76,6	237,2	208,1	199,3
6832	Hdac11	304,5	274,5	94,7	104,3	61,2	99,6	367,4	206,7	83,6	145,6	46,3	38,4
6833	Hdac2	1647,5	1405,1	1792,2	2687,3	1543,3	1177	624,4	962,2	1716,2	1687,4	2515,1	2706,1
6834	Hdac3	1255,9	1191,2	1900,6	1261	1511,2	1474	1129,1	1237,2	1115,4	1183,1	1194,2	1506,9
6835	Hdac4	198,9	272,7	555,9	496,6	696,5	759,1	331,2	661,4	452	456,8	371,1	203,2
6836	Hdac5	407,5	406,7	174,3	323,4	389,9	646,2	600,9	659,8	272,5	123,3	274,3	204,7
6837	Hdac6	122	139,1	474,6	531,5	773,6	447,5	62,4	280,8	503,7	388,9	330,1	493,8
6838	Hdac7	72,2	60,6	26,7	96,7	152,9	362	0	32,5	58,1	63,7	220,2	219,2
6839	Hdac8	552,6	546	84,4	49,1	115,5	244,4	413,8	330,8	111,4	264,6	212,5	203,7
6840	Hdac9	571,9	592,2	174,6	45,6	103,6	278,9	514,8	179,6	219,9	59	165,3	119,8
6841	Hdc	3111,9	3163,7	1213,4	998,3	661,4	1002,1	4134,8	3331,7	1739,1	2596,3	233,3	137,5
6842	Hddc2	274,4	228,7	429,8	527,3	327,7	290,6	178,4	144,6	339	341,6	585	656
6843	Hddc3	1061,5	1056,7	380,7	402,8	501,3	494,4	934,5	1158	872,7	457,4	459,7	274,6
6844	Hdgf	1847	1952	1794,2	2305,1	2350,5	2233	1805	2034,4	2200,4	2055,8	2084,6	2588,7
6845	Hdgfl2	1062,3	1017,9	728,8	1037,8	700,3	838,5	941,8	951,1	966,1	765,7	550,6	700,8
6846	Hdgfl3	540,1	475,6	439,7	478,4	380,1	317,6	605,7	284,1	346,8	340,7	149,2	185
6847	Hdhd2	2135	2037,1	1400,7	1218,6	956,2	995	1706	1622	935,6	1293,3	1067,9	1022,6
6848	Hdhd3	42,6	31,9	21,3	25,5	84,1	28,3	106,3	220,1	138,8	145,1	156,4	195,1
6849	Hdhd5	218,9	258,9	246,4	108,3	155,1	99,8	217,9	331	233,6	242,7	178,6	140,5
6850	Hdlbp	459,3	551,4	2183,8	1805,1	1597,1	1086,8	1533,8	1223	2144,3	1591,2	1877,4	1855,5
6851	Hdx	67,3	61	13,8	29	97,3	47,1	0	0	2,1	59,2	218,8	88,1
6852	Heatr1	217,3	235,7	547	633,7	311,8	191,1	72,8	115,4	173,4	203,3	489,5	273,8
6853	Heatr3	401,4	413,8	563,1	658,8	435,3	568,5	562,3	242,2	422	409,7	422,7	753,4
6854	Heatr5a	154,6	113,9	216	723,6	662,4	471,9	249	245	594,2	476,4	453,3	311,4
6855	Heatr5b	199,3	216,6	367,8	182,5	160,7	188,7	27,4	270	302,9	99,5	164,2	123,8
6856	Heatr6	194,1	242,1	204,3	278,6	146,6	292,8	246,5	29,6	179,8	128,6	228,2	273,2
6857	Hebp1	107,4	112,4	159,2	104,9	162,5	146,7	0	25,1	70,4	36,3	77,3	57,2
6858	Hebp2	0	0,5	119,8	180	430,9	228,8	0	103,2	161,8	524,3	576,6	1041,1
6859	Heca	244,6	225,7	146,3	171,2	66,1	130,8	165,1	1,6	105,7	85,4	287,3	238,7
6860	Hectd1	1295,5	1280,2	1817,5	860,9	1360,4	1141,4	1157,7	1004,5	1347,9	1093,8	1236,7	1113,9
6861	Hectd2	259,4	213,2	34,3	341,3	290,5	298,5	168,3	272,7	606,6	305,2	260,3	285,4
6862	Hectd3	2,1	4,1	126,6	141,3	182,3	159,4	131,9	155,3	254,8	198,2	156	220,8
6863	Hectd4	55,5	79,8	113,6	358,6	327	490,6	60,7	195,8	380,6	520,1	194,5	183,2
6864	Hecw1	0	0	0	0,7	1,3	1,2	0	14,1	0	2,3	0	89,3
6865	Hecw2	371,2	453,5	118,5	171,3	44,9	61,3	261,3	226,6	53,2	84,1	85,5	44,6
6866	Heg1	168	192,6	589,7	491,2	2786,1	2747,7	306,2	366,5	211	642,3	4247,2	3527,4
6867	Helb	0	0,7	0	32,1	18,3	60,3	75	12,1	7,1	36	12,9	42,5
6868	Hells	170,6	96,6	1436,2	1428,1	572,4	32,4	23,8	27,7	789,6	770,1	773,8	463,8
6869	Helq	236,9	235,2	132,2	81,2	109,3	43,2	60,7	98,5	78,9	74,5	79,5	50,3
6870	Helz	154,1	218,5	390,2	108,2	350,2	649,4	165,8	651,1	455,7	235,5	450,1	368,3
6871	Helz2	51,2	67,7	55,6	157,4	135,4	266,1	0	45,5	2,3	183,7	94,2	96,3
6872	Hemk1	155	139,4	157,9	87,4	188,1	224,9	142,4	247,8	213,5	200,5	116,5	190,9
6873	Henmt1	0	0	17,6	29,3	0	0	0	44	0	0	15,3	0
6874	Hepacam	1950,5	1917,4	582,5	558,3	621,8	1317	2021,4	2874,6	1373,2	1252	847,3	508,2
6875	Hepacam2	1,4	2,1	13,6	0,7	0	94,2	0	0	1,3	41,5	0	74,6
6876	Heph	73,4	89	155,5	111,7	411,8	431,5	327,8	501,3	134,3	52,2	329,3	453,1
6877	Herc1	1497,1	1350,1	752,9	750,4	731,8	822,6	1207,1	498,9	739,4	399,5	326,1	728,5
6878	Herc2	450	583,4	329,7	533,6	488,5	691,1	339,1	426,2	387,5	667,6	713,3	635,5
6879	Herc3	147	190,2	368,4	323,9	256,1	246,7	165,4	303,3	575,2	175,6	266,6	132,9
6880	Herc4	485,3	459,8	325,4	398,2	397,6	469,4	334,4	709,8	320,3	403,2	444,1	557,7
6881	Herc6	257,7	202,7	324,3	650,5	255,5	296,4	285,9	578,9	309,3	567,8	449,7	274,3
6882	Herpud1	1599	1507,5	1691,5	1155,5	770,6	747,8	1578,3	2896,4	1958,2	1804,8	998,2	780,4
6883	Herpud2	694,2	658,7	451,1	416,9	779,2	739,7	435,4	244,7	242,4	382,6	615,7	596
6884	Hes1	1831,2	2109,2	2270,2	1504,9	959,2	2194,1	1551,6	1303,5	1774,5	1021,3	3944,7	2570,5
6885	Hes5	0,9	0	0	4,7	9,2	77	0	0	0	0	646,7	217,2
6886	Hes6	33,7	25,1	169,1	120	232,3	333	138,4	97,3	104,7	171,7	415,7	529,1
6887	Hes7	6,7	12,2	13,8	11,1	15,4	17,3	18,9	26,1	2,1	8,5	12,7	4,4
6888	Hexa	1407,9	1382	1026,7	1050,2	2023,2	846,9	1793,5	1351,4	1165,1	1119,4	1608,3	1750,2
6889	Hexb	978,6	969,3	826	499,4	888,8	1006,6	409,4	541,1	971,2	708,1	932,6	1345,4
6890	Hexdc	246,1	261,9	256,1	230,9	277,2	241,9	247,4	211,7	282,9	211,5	78,4	198,4
6891	Hexim1	508,6	553,4	352,5	389,3	411,6	897	1067	688,2	570,3	499,1	262,9	215,6
6892	Hexim2	133,4	156,9	26,2	51,1	72,7	69,7	97,4	80	29	0	95	87,8
6893	Hey1	658,3	626,6	440,3	54,9	256,7	253,9	344,3	616,6	630,4	314,1	368,7	105,7
6894	Hey2	107,5	109,5	67,5	31,6	76,2	140,1	203	199,7	7,2	149,3	57,6	0
6895	Hfe	1436,1	1345,8	1009,3	587,2	1284,8	1115,9	1127,7	1003,1	1375,8	1210,4	334,1	587,9
6896	Hfm1	58,1	52,5	0	25,2	0	71,9	58,9	7,3	59,1	0	43,6	73,3
6897	Hgf	0	0	0	0	102,5	0	0	0	28,1	0	0	0
6898	Hgfac	0	0	0	1,5	0	2,5	0	17,1	0	0	0	0
6899	Hgh1	13,5	21,8	202,8	264,5	47,1	13,2	93,7	64,3	138,5	61,3	106,9	110,5
6900	Hgs	1229,2	1275,7	831	912,8	734,5	825,6	1323,7	1096,8	943,6	1127,4	692,4	1022,6
6901	Hgsnat	602,1	610,2	1108,6	746,8	629,5	467,3	476,3	917,5	780,3	491,9	395,9	716,8
6902	Hhat	53,7	53,9	185,7	246	42,5	76,7	40,7	61,6	44,4	51,7	20	29
6903	Hhatl	220,9	281,9	46,1	40,5	55,5	91	284,8	536,1	205,4	228,3	74,2	22,4
6904	Hhip	0	0	19,9	0	0	0	0	0	0	0	28,9	26,5
6905	Hhipl1	18,6	21,4	4,1	9,8	48,9	11,9	0	62,2	6,2	31,1	150,4	92,2
6906	Hibadh	2617,4	2607,3	1512	1148,6	937,4	1308,6	2292,7	2062,4	1507,6	1362,6	1260,2	1486,9
6907	Hibch	293,6	307,8	429,7	282,7	284,1	489,1	353,6	465,4	361	438,3	326,9	514,1
6908	Hic2	0	0	22,6	23,7	16,4	12,3	78,9	27,3	0	0,7	2,7	36,8
6909	Hid1	64,3	81,6	443,5	64,2	100,4	16	344	581,7	119,4	341,5	287,8	330,2
6910	Hif1a	1673,6	1361,4	3040,9	2393,9	1549,3	975,3	1677,4	1589,7	3300,8	1971,1	2018,2	2364,6
6911	Hif1an	85,2	93,4	175,7	125,8	51,9	87,8	392,8	76,7	288,8	119,8	138,2	181,7
6912	Higd1a	1045,7	1007,8	1304,2	1992,1	1305,7	1219,9	1159,7	1443,4	1492,9	1556,5	1550,1	2131,3
6913	Higd2a	1366	1432,9	1599,1	1041,1	2489,8	2556,1	1627,9	1339,7	1422,6	1896,1	1839,7	2073,1
6914	Hikeshi	896,7	912,2	1070,7	1088,4	1223,8	936,9	1104,1	1322	913	1174,8	1842,4	1367,2
6915	Hilpda	141,3	125,7	285,9	564,5	184,1	179,9	92,4	169,2	442	246,6	376,3	628,4
6916	Hinfp	257,6	314,9	322,9	197	44	48,6	191,9	37,6	93,3	44,1	217,6	222,5
6917	Hint1	3620,5	4030,5	5594,8	6336,1	4242,6	3565	3562,1	4023	4509,8	5294,3	5934,7	6001,7
6918	Hint2	1691,1	1628,8	954,4	697,9	904,6	1115,6	1441,2	1527,4	822	1123,2	796,8	686,5
6919	Hint3	41,9	38,3	337,7	139,5	107,1	136,7	153,1	146,4	270,3	220,6	222,1	238,1
6920	Hip1	27,9	14,9	45,1	66,8	155,3	188,8	32,8	11,3	119,9	108,8	193,4	138,9
6921	Hip1r	146	95,5	161,4	86,5	275,4	306,8	308,9	125,6	56,3	96,6	70,2	40,2
6922	Hipk1	6612,2	6114,6	3478,5	3397,9	3926,9	4250,5	5034,5	6518,8	4774,8	5143,6	1281,8	1234,1
6923	Hipk2	1328	1214,2	462,7	1044,1	909,4	528,6	353,8	507,8	716,3	317	781,2	392,9
6924	Hipk3	658,7	612,2	832,3	1139,5	940,6	943,2	1315,1	1241,3	807	788,5	383,7	519,8
6925	Hipk4	5,5	1,7	1	0	27,2	1	0	3	5,2	2,8	0,9	30,3
6926	Hira	191,3	156,9	7,9	90,6	101,2	66,3	87,3	86,5	55,1	131,6	109,2	44,8
6927	Hirip3	112,4	108,5	441,3	672,7	327,2	265,3	506,5	471,3	283	219,5	195,9	133,3
6928	Hist1h1b	0	0	6,4	12,1	3,1	53,9	21	0	8,5	0	91,5	67,9
6929	Hist1h1c	947,6	973,4	1000	549,8	1413,2	1929,9	2183,2	2511,4	822,1	921,5	1496,6	960,2
6930	Hist1h1d	13,4	10,6	2,1	52,3	28,7	89,8	91,5	55,4	77	17,8	64,4	41,2
6931	Hist1h1e	93	108,9	66,9	47,8	89,1	112,7	293,7	105,4	80,4	36,8	71,5	106,1
6932	Hist1h2ab	0	0	0	1,1	8,2	9,8	0	0	3,2	19,3	26,7	39,7
6933	Hist1h2ac	286,9	272,7	133,6	36,7	126	135,2	318,9	220,1	128,9	131,8	86,1	28,4
6934	Hist1h2ad	72,8	54,6	2,2	0	9,2	0	18,9	0	0	21,1	28,6	23,6
6935	Hist1h2ae	0	0	46,1	6,6	95,2	93,8	49,3	53,4	41,3	15,3	250,2	150,6
6936	Hist1h2ag	0	0	0	0	8,1	0	4,2	0	6,3	0	23,9	54,1
6937	Hist1h2aj	22,7	25	7,7	0	0	3	8,5	0	0	4,9	8,2	0
6938	Hist1h2al	13,5	21,6	1,1	3,3	4,2	8,9	10,5	21,7	70,3	50,8	9,9	12,7
6939	Hist1h2ap	27,1	31,2	414,1	255,8	1238,1	1650,9	20	24,6	480,2	46,6	3624,6	2955,3
6940	Hist1h2bb	0	0	10,7	0	11,2	0	2,1	17,5	19	44	0,9	7,9
6941	Hist1h2bc	4932,7	4852,4	3602,4	2317,5	5500,1	5847,5	6060,6	6762,6	3978,2	4776,7	4318,7	4143,9
6942	Hist1h2be	911,1	977,1	899,7	555,7	445,2	498,2	2176,7	1514,9	1106,9	849,6	369,2	253,4
6943	Hist1h2bg	4,5	10,1	36,8	0	17,5	36	4,2	34,7	61,9	0	55,8	126,4
6944	Hist1h2bh	5,6	5,2	2,1	0	3,1	50,7	69,5	4	0	1,9	17,2	46
6945	Hist1h2bj	14,7	19,7	0	0	0	5	0	0	0	4,9	26,1	24,1
6946	Hist1h2bk	0	0	6,5	2,2	13,3	13,8	0	0	0	0	26,7	6,8
6947	Hist1h2bm	14,6	27,3	0	9,9	8,2	0	24,2	4,9	7,5	4,8	6,3	28,4
6948	Hist1h2bp	0	5,8	1,3	1,3	42,8	37,5	37,9	31,1	1,7	44	12	15,6
6949	Hist1h2bq	2,2	1,7	0	2,2	2	11,9	471,3	0	18,9	2,4	0	23,4
6950	Hist1h2br	5,5	0	0	0	0	0	351,7	130,3	31,6	48,3	110,4	59,4
6951	Hist1h3b	0	0	0	1,1	7,1	0	0	0	8,4	0	15,1	22,3
6952	Hist1h3c	5,6	9,2	3,2	0	1	0	0	0	0	0	17,1	25,8
6953	Hist1h3d	53,9	51	0	0	35,9	24,3	23,2	37,1	10,6	11,4	67,9	55,1
6954	Hist1h3e	15,7	8,5	8,6	49,8	10,3	6	49,5	70,7	21,2	11,5	64,9	35,6
6955	Hist1h3f	0	0	0	0	0	15,1	0	0	15,8	3,8	37,8	13,2
6956	Hist1h3i	0	0	0	7,7	20,7	20,7	10,5	7,9	6,4	0	9	2,3
6957	Hist1h4a	0	0	0	12,1	1	4,9	5,2	0	3,2	15,4	2,7	5,6
6958	Hist1h4c	83,1	63,7	57,9	0	7,2	2	443,2	326,5	28,7	130,8	25,2	28,9
